Case01 (Ts=310.079K Algorithm:GRAYBODY)
wavelength      Lsur     Ldown  emis_est
  13.48544   8.76800   7.62763   0.93831
  13.53744   8.72196   7.52649   0.94339
  13.58986   8.67431   7.40111   0.94804
  13.64268   8.63076   7.41477   0.95043
  13.69591   8.58681   7.45806   0.95182
  13.74955   8.53736   7.34165   0.95523
  13.80362   8.48791   7.21776   0.95875
  13.85812   8.43947   7.31307   0.95592
  13.91304   8.39316   7.40812   0.95463
  13.96840   8.34875   7.35626   0.96173

Case03 (Ts=310.411K Algorithm:LECTES)
wavelength      Lsur     Ldown  emis_est
   8.00592  11.09467   7.23210   0.99775
   8.02425  11.10608   7.59715   0.99059
   8.04267  11.11395   7.99679   0.98340
   8.06117  11.09430   7.61695   0.97618
   8.07976  11.05115   6.90223   0.96892
   8.09843  10.97977   6.00096   0.95463
   8.11719  10.92148   5.46934   0.94693
   8.13604  10.93518   6.07155   0.93919
   8.15497  10.99920   7.27927   0.93142
   8.17399  11.01136   7.68002   0.92361
   8.19310  10.98044   7.44117   0.91485
   8.21230  10.94699   7.17367   0.91021
   8.23159  10.95287   7.25527   0.90555
   8.25097  10.99293   7.65801   0.90087
   8.27045  10.91434   6.93007   0.89617
   8.29001  10.77940   5.70697   0.89180
   8.30967  10.72060   5.20362   0.88999
   8.32941  10.79316   5.77590   0.88818
   8.34926  10.87888   6.47084   0.88636
   8.36920  10.81730   5.94337   0.88453
   8.38923  10.77825   5.56632   0.88324
   8.40936  10.89006   6.40936   0.88268
   8.42958  10.96568   6.93046   0.88210
   8.44991  10.87452   6.08059   0.88153
   8.47033  10.79038   5.36808   0.88095
   8.49085  10.88674   6.10852   0.87903
   8.51147  11.04118   7.24518   0.88028
   8.53219  10.98810   6.69176   0.88153
   8.55301  10.88073   5.68473   0.88279
   8.57393  10.96368   6.09723   0.88405
   8.59495  11.00485   5.96076   0.89936
   8.61608  10.95303   4.99066   0.89755
   8.63731  10.93465   4.68615   0.89574
   8.65865  10.96978   5.31398   0.89391
   8.68009  11.05803   6.40447   0.89208
   8.70164  11.02104   6.32787   0.87774
   8.72329  10.86449   5.24618   0.87538
   8.74506  10.79296   4.77830   0.87301
   8.76693  10.86009   5.29606   0.87063
   8.78891  11.04245   6.63514   0.86823
   8.81100  11.07662   6.86212   0.86814
   8.83320  10.89731   5.52454   0.86806
   8.85552  10.79341   4.74134   0.86798
   8.87794  10.80809   4.76913   0.86790
   8.90048  10.90752   5.39778   0.86781
   8.92314  10.99774   5.96753   0.87100
   8.94591  10.95065   5.50098   0.87176
   8.96879  10.92578   5.21822   0.87253
   8.99180  10.99103   5.65278   0.87330
   9.01492  11.03426   5.95604   0.87407
   9.03816  11.02519   5.91087   0.87264
   9.06152  11.01451   5.86761   0.87080
   9.08500  11.02802   5.99419   0.86895
   9.10861  10.95537   5.52734   0.86708
   9.13233  10.88655   5.10277   0.86521
   9.15618  10.93136   5.45477   0.86421
   9.18016  10.93779   5.51867   0.86314
   9.20426  10.90255   5.29759   0.86207
   9.22848  10.89162   5.26645   0.86099
   9.25284  10.88019   5.22699   0.85991
   9.27732  10.90944   5.42218   0.85928
   9.30193  10.97898   5.85968   0.86143
   9.32668  10.97210   5.74447   0.86358
   9.35155  10.97184   5.64708   0.86575
   9.37656  11.06093   6.12562   0.86793
   9.40170  11.11225   6.32931   0.87438
   9.42698  11.13049   6.38707   0.87552
   9.45239  11.15296   6.54712   0.87667
   9.47794  11.16324   6.61682   0.87783
   9.50363  11.17811   6.70219   0.87899
   9.52946  11.15936   6.53645   0.87832
   9.55542  11.09004   5.99964   0.87975
   9.58153  11.06605   5.79691   0.88120
   9.60779  11.11318   6.11326   0.88265
   9.63418  11.13860   6.22061   0.88411
   9.66072  11.14304   6.12213   0.88929
   9.68741  11.18911   6.37613   0.89303
   9.71425  11.23294   6.62084   0.89680
   9.74123  11.21654   6.32354   0.90059
   9.76837  11.19278   5.99543   0.90440
   9.79565  11.20630   6.07020   0.90615
   9.82309  11.23190   6.29756   0.90781
   9.85068  11.23775   6.35217   0.90949
   9.87843  11.22952   6.25575   0.91118
   9.90633  11.21213   6.03622   0.91288
   9.93440  11.18676   5.74763   0.91384
   9.96262  11.18231   5.67062   0.91656
   9.99100  11.19530   5.73217   0.91930
  10.01954  11.19702   5.64518   0.92204
  10.04825  11.19113   5.47571   0.92481
  10.07712  11.19516   5.42242   0.92795
  10.10615  11.20141   5.42364   0.93073
  10.13536  11.20823   5.45946   0.93354
  10.16473  11.21923   5.53690   0.93636
  10.19428  11.23106   5.64502   0.93919
  10.22399  11.25268   5.94054   0.94270
  10.25388  11.27231   6.23750   0.94482
  10.28395  11.26676   6.18161   0.94696
  10.31419  11.25078   5.96889   0.94910
  10.34461  11.24030   5.84514   0.95126
  10.37521  11.22638   5.73504   0.95238
  10.40599  11.21330   5.70560   0.95292
  10.43695  11.20990   5.86531   0.95346
  10.46810  11.20433   6.04993   0.95401
  10.49943  11.18715   6.06668   0.95457
  10.53095  11.17378   6.15996   0.95438
  10.56267  11.15683   6.19782   0.95382
  10.59457  11.12614   5.99896   0.95325
  10.62666  11.09809   5.89059   0.95268
  10.65895  11.07246   5.83825   0.95211
  10.69144  11.04964   5.80675   0.95227
